gene_id	gene_name	Control_R1	Control_R2	Control_R3	VSOP_R1	VSOP_R2	VSOP_R3
ENSG00000284219.1	MIR202	0	0	0	0	0	0
ENSG00000284221.1	AC099654.10	0	0	0	0	0	0
ENSG00000284224.1	MIR937	0	0	3	0	0	0
ENSG00000284229.1	MIR6848	0	0	0	0	0	0
ENSG00000284231.1	MIR424	0	0	0	0	0	0
ENSG00000284233.1	AP000356.4	0	0	0	0	0	0
ENSG00000284234.1	TAF11L5	0	0	0	0	0	0
ENSG00000284237.1	LINC02767	2	2	0	1	0	0
ENSG00000284239.1	MIR1539	0	0	0	0	0	0
ENSG00000284240.1	LINC02801	9	22	1	22	21	4
ENSG00000284242.1	AC009452.1	0	0	0	2	0	0
ENSG00000284246.1	MIR6716	0	0	0	0	0	0
ENSG00000284247.1	MIR2682	0	0	0	0	0	0
ENSG00000284250.1	MIR6516	0	0	0	0	0	0
ENSG00000284251.1	MIR711	0	0	0	0	0	0
ENSG00000284252.1	MIR4444-1	0	0	0	0	0	0
ENSG00000284253.1	MIR1973	0	0	0	0	0	0
ENSG00000284256.1	MIR5004	0	0	0	0	0	0
ENSG00000284258.1	MIR8085	0	0	0	0	0	0
ENSG00000284259.1	MIR6773	0	0	0	0	0	0
ENSG00000284261.1	MIR4657	0	0	0	0	0	0
ENSG00000284263.1	AC132825.6	0	0	0	0	0	0
ENSG00000284265.1	MIR4683	0	0	0	0	0	0
ENSG00000284266.1	MIR4534	0	0	0	0	0	0
ENSG00000284268.1	MIR1181	0	0	0	0	0	0
ENSG00000284269.1	MIR7855	0	0	0	0	0	0
ENSG00000284272.1	MIR4321	0	0	0	0	0	0
ENSG00000284276.1	MIR4800	0	0	0	0	0	0
ENSG00000284277.1	MIR7162	0	0	0	0	0	0
ENSG00000284280.1	MIR6843	0	0	0	0	0	0
ENSG00000284283.1	TAF11L4	0	0	0	0	0	0
ENSG00000284284.1	MIR4712	0	0	0	0	0	0
ENSG00000284286.1	MIR718	0	0	0	0	0	0
ENSG00000284288.1	MIR378D2	0	0	0	0	0	0
ENSG00000284289.1	MIR6820	0	0	0	0	0	0
ENSG00000284291.1	AC099654.11	0	0	0	0	0	0
ENSG00000284292.1	AC004922.1	1591.432	1057.08	1663.067	1559.728	1551.358	1697.343
ENSG00000284293.1	MIR7113	0	0	0	0	0	0
ENSG00000284294.1	AC007326.5	3.269	1.09	4.425	1.106	3.444	0
ENSG00000284299.1	AL590132.1	0	0	1.358	1.326	0	0
ENSG00000284300.1	AC132825.7	0	0	0	0	0	0
ENSG00000284305.1	MIR3179-1	0	0	0	0	0	0
ENSG00000284306.1	SSU72P2	0	0	0	1	0	0
ENSG00000284308.1	C2orf81	57.035	44.125	39.794	57.775	53.772	48.774
ENSG00000284309.1	AL391650.2	0	2	0	0	0	0
ENSG00000284310.1	MIR939	0	3	2	3	1	2
ENSG00000284311.1	MIR6742	0	0	0	0	0	0
ENSG00000284317.1	MIR7114	0	0	0	0	0	0
ENSG00000284321.1	MIR124-1	0	0	0	0	0	0
ENSG00000284324.1	MIR3175	0	0	0	0	0	0
ENSG00000284325.1	MIR3655	0	1	0	0	0	0
ENSG00000284327.1	AC006927.2	0	0	0	0	0	0
ENSG00000284328.1	AC132825.8	0	0	0	0	0	0
ENSG00000284329.1	MIR9-3	0	0	0	0	0	0
ENSG00000284331.1	MIR4741	0	1	0	0	0	1
ENSG00000284332.1	MIR1302-2	0	0	0	0	0	0
ENSG00000284334.1	MIR4651	0	0	0	0	0	0
ENSG00000284336.1	MIR2277	0	0	0	0	0	0
ENSG00000284337.1	AC013271.1	4.157	0	0	0	0	0
ENSG00000284341.1	AL807752.7	0	0	0	0	0	0
ENSG00000284343.1	MIR631	0	0	0	0	1	0
ENSG00000284344.1	MIR2117	0	0	0	0	0	0
ENSG00000284346.1	MIR940	0	0	0	0	0	0.956
ENSG00000284351.1	MIR3622A	0	0	0	0	0	0
ENSG00000284353.1	MIR142	0	0	0	0	0	0
ENSG00000284356.1	TAF11L10	0	0	0	0	0	0
ENSG00000284357.1	MIR34A	0	0	0	0	0	0
ENSG00000284360.1	MIR6125	0	0	0	1	0	0
ENSG00000284361.1	MIR4745	0	0	0	0	0	0
ENSG00000284362.1	MIR519A2	0	0	0	0	0	0
ENSG00000284363.1	MIR224	0	0	0	0	0	0
ENSG00000284364.1	MIR6824	0	0	0	0	0	0
ENSG00000284368.1	MIR5047	0	0	0	0	0	0
ENSG00000284370.1	MIR4640	0	0	0	0	0	0
ENSG00000284372.1	MIR6808	0	0	0	0	0	0
ENSG00000284373.1	TAF11L2	0	0	0	0	0	0
ENSG00000284375.1	MIR19B1	0	0	0	0	0	0
ENSG00000284376.1	AC092017.4	0	0	0	0	0	0
ENSG00000284377.1	AL589669.1	0	0	0	0	0	0
ENSG00000284378.1	MIR1244-1	0	0	0	0	0	0
ENSG00000284380.1	AC006328.2	0	0	0	0	0	0
ENSG00000284385.1	MIR4313	0	0	0	0	0	0
ENSG00000284386.1	MIR147B	155.242	248.057	116.851	235.462	258.172	172.148
ENSG00000284387.1	MIR24-2	0	0	0	0	0	0
ENSG00000284388.1	MIR4496	0	0	0	0	0	0
ENSG00000284391.1	AL139398.1	0	2	0	0	0	1
ENSG00000284393.1	AC092111.3	0	0	0	1.56	0	0
ENSG00000284394.1	MIR4750	0	0	0	0	0	0
ENSG00000284395.1	PERCC1	1	1	1	1	2	1
ENSG00000284399.1	MIR3184	0	0	0	0	0	0
ENSG00000284402.1	MIR7107	0	0	0	0	0	2
ENSG00000284407.1	MIR5001	0	0	0	1	0	0
ENSG00000284410.1	MIR6733	0	0	0	0	0	0
ENSG00000284411.1	MIR3191	0	0	0	0	0	0
ENSG00000284412.1	MIR4649	0	0	0	0	0	0
ENSG00000284415.1	MIR1287	0	0	0	0	0	0
ENSG00000284416.1	MIR1908	0	0	0	0	0	0
ENSG00000284418.2	AL391117.1	0	0	0	0	3	0
ENSG00000284419.1	MIR663A	2	5	1	1	2	2
ENSG00000284421.1	MIR7110	0	0	0	0	0	0
ENSG00000284424.1	MIR4724	0	0	0	0	0	0
ENSG00000284425.1	MIR8072	1	1	0	0	0	0
ENSG00000284427.1	MIR4647	0	0	0	0	0	0
ENSG00000284428.1	AC092329.4	48	49.001	48.999	54.632	39	61
ENSG00000284430.1	AC020912.1	1	0	1	0	0	0
ENSG00000284431.1	AL022238.4	992.583	1253.601	1469.268	1502.298	1231.194	1456.162
ENSG00000284433.1	MIR1914	0	0	0	1	0	0
ENSG00000284435.1	MIR4691	0	0	0	0	0	0
ENSG00000284436.1	MIR6869	0	0	0	0	0	0
ENSG00000284438.1	SSU72P7	1.657	0	0	0	0.5	0
ENSG00000284439.1	TAF11L3	0	0	0	0	0	0
ENSG00000284440.1	MIR122	0	0	0	0	0	0
ENSG00000284442.1	MIR2110	0	0	0	0	0	0
ENSG00000284443.1	MIR197	0	0	0	0	0	0
ENSG00000284446.1	MIR1236	0	0	0	0	2	0
ENSG00000284447.1	MIR9-2	0	0	0	0	0	0
ENSG00000284448.1	MIR6501	0	0	0	0	0	0
ENSG00000284450.1	MIR664B	0	0	0	0	0	0
ENSG00000284452.1	AC093326.2	0	0	0	0	0	0
ENSG00000284453.1	MIR1-2	0	0	0	0	0	0
ENSG00000284458.1	MIR1304	0	0	0	0	0	0
ENSG00000284459.1	MIR24-1	0	0	0	0	0	0
ENSG00000284461.2	AC027644.4	26.652	67.4	15.043	47.027	49.274	51.22
ENSG00000284463.1	MIR302B	0	0	0	0	0	0
ENSG00000284464.1	MIR1306	0	0	0	0	0	0
ENSG00000284465.1	TAF11L7	0	0	0	0	0	0
ENSG00000284469.1	MIR6721	0	0	0	0	0	0
ENSG00000284471.1	CR769775.2	7	4	2	24	12	8
ENSG00000284473.1	MIR4720	0	0	0	0	0	0
ENSG00000284474.1	AC099654.12	0	0	0	0	0	0
ENSG00000284479.1	SMIM39	0	0	0	0	0	0
ENSG00000284481.1	MIR1292	0	0	0	0	0	0
ENSG00000284482.1	MIR4680	0	0	0	0	0	0
ENSG00000284484.1	AC025287.4	0	0	0	1	0	0
ENSG00000284485.1	MIR205	0	0	0	0	0	0
ENSG00000284488.1	MIR6890	0	0	0	0	0	0
ENSG00000284489.1	MIR6751	0	0	0	0	0	0
ENSG00000284490.1	AC011471.4	0	0	0	0	0	0
ENSG00000284491.2	THSD8	257.187	253.419	297.946	238.037	157.542	265.409
ENSG00000284498.1	MIR564	0	0	0	1	0	1
ENSG00000284499.1	MIR363	0	0	0	0	0	0
ENSG00000284500.3	AC134980.2	0	0	0	0	0	0
ENSG00000284503.1	MIR3652	219.502	167.582	203.36	236.683	162.044	195.336
ENSG00000284505.1	LYNX1-SLURP2	0	2.757	0	0	1.16	0
ENSG00000284508.1	MIR133A2	0	0	0	0	0	0
ENSG00000284512.1	AC092718.8	1	1.041	1.043	0	1.072	0
ENSG00000284513.1	AC006063.2	0	0	0	0	0	0
ENSG00000284516.1	VAMP9P	0	0	0	0	0	0
ENSG00000284517.1	MIR6873	0	0	0	0	0	0
ENSG00000284518.1	MIR4658	0	0	0	0	0	0
ENSG00000284519.1	MIR6741	0	0	0	0	0	0
ENSG00000284520.1	MIRLET7B	0	0	0	0	0	0
ENSG00000284522.1	AC006927.3	0	0	0	0	0	0
ENSG00000284523.2	AC004834.1	7	0	5	1	4	2
ENSG00000284525.1	MIR4687	0	0	0	0	0	0
ENSG00000284526.1	AC015802.6	11.391	95.628	25.846	43.274	38.032	26.288
ENSG00000284532.1	MIR4723	0	0	0	0	0	0
ENSG00000284534.1	AC092634.7	0	0	0	0	0	0
ENSG00000284535.1	MIR6748	0	0	0	0	0	0
ENSG00000284536.1	MIR17	0	0	0	0	0	0
ENSG00000284538.1	MIR92A2	0	0	0	0	0	0
ENSG00000284540.1	AC066615.1	2	0	0	0	1	1
ENSG00000284541.1	MIR4517	0	0	0	0	0	0
ENSG00000284542.1	MIR3614	0	0	0	0	0	0
ENSG00000284543.1	LINC01226	3	2	1	2	2	4
ENSG00000284544.1	MIR330	0	0	0	0	0	0
ENSG00000284546.1	SSU72P3	0	0	0	0	0	0
ENSG00000284547.1	MIR2861	0	0	0	0	0	0
ENSG00000284550.1	MIR8069-1	0	0	0	0	0	0
ENSG00000284553.1	MIR6886	0	0	0	0	0	0
ENSG00000284554.2	AL022318.4	0	0	0	0	0	0
ENSG00000284557.1	MIR1302-10	0	0	0	0	0	0
ENSG00000284558.1	AC099654.13	0	0	0	0	0	0
ENSG00000284561.1	MIR4788	0	0	0	0	0	0
ENSG00000284564.1	MIR3064	0	0	0	0	0	0
ENSG00000284565.1	MIR451A	0	0	0	0	0	0
ENSG00000284567.1	MIR223	0	0	0	0	0	0
ENSG00000284568.1	MIR371B	0	0	0	0	0	0
ENSG00000284570.1	MIR7705	0	0	0	0	0	0
ENSG00000284572.1	AC099654.14	0	0	0	0	0	0
ENSG00000284574.1	MIR6787	0	0	0	0	0	0
ENSG00000284575.1	MIR4793	0	1	1	0	0	0
ENSG00000284583.1	MIR935	0	0	0	0	0	0
ENSG00000284584.1	MIR5006	0	0	0	0	0	0
ENSG00000284585.1	MIR4722	0	0	0	0	0	0
ENSG00000284586.1	MIR92B	0	0	0	0	0	0
ENSG00000284587.1	MIR943	0	0	0	0	0	0
ENSG00000284591.1	AC006927.4	0	0	1	0	0	0
ENSG00000284592.2	AL357143.2	0	0	0	0	0	0
ENSG00000284594.1	MIR7847	3	5	2	5.021	3.012	2.015
ENSG00000284595.1	MIR6785	0	0	0	0	0	0
ENSG00000284596.1	MIR4467	0	0	0	0	0	0
ENSG00000284600.1	AC093390.2	0	0	0	0	0	0
ENSG00000284601.1	AL590440.2	0	0	0	0	0	0
ENSG00000284602.1	AL031432.4	48	61	69	78	56	79
ENSG00000284603.1	AC105233.4	0	0	0	0	0	0
ENSG00000284604.1	AC073869.7	0	0	0	0	0	0
ENSG00000284605.1	AC127526.3	0	0	0	0	0	0
ENSG00000284606.1	AC105233.5	23.355	29.642	46.415	43.344	13.339	37.487
ENSG00000284607.1	AL121936.1	3	1	0	0	0	0
ENSG00000284608.1	AC016912.1	0	0	0	0	0	0
ENSG00000284609.1	OR8B3	0	0	0	0	0	0
ENSG00000284610.1	AC107918.4	6	11.73	0	8	10.023	3
ENSG00000284611.1	AL513478.2	0	0	0	0	0	0
ENSG00000284612.1	AL591543.1	0	11	24	0	5	26
ENSG00000284613.1	AC068587.5	0	0	0	0	0	0
ENSG00000284614.1	AF228730.4	0	0	0	0	0	0
ENSG00000284615.1	AL078582.1	0	0	0	1	0	0
ENSG00000284616.1	AL139823.1	1	0	0	0	0	0
ENSG00000284617.1	AC134684.6	0	0	0	0	0	0
ENSG00000284618.1	AL391294.1	1.03	2.046	1.056	0	0	0
ENSG00000284619.1	AC079776.3	0	0	0	0	0	0
ENSG00000284620.2	AF228730.5	3	4	3	7	5	1
ENSG00000284621.1	AP000553.4	0	0	0	0	0	0
ENSG00000284622.2	SCYGR10	0	0	0	0	0	0
ENSG00000284623.1	LINC02786	0	0	0	0	0	0
ENSG00000284624.1	AC092902.4	3	1	4	1	4	3
ENSG00000284625.1	AP000867.4	0	0	0	0	0	0
ENSG00000284626.1	AC091167.7	14.392	0	0	11.465	22.442	13.08
ENSG00000284627.1	AC079781.4	0	0	122.345	0	0	106.701
ENSG00000284628.1	AC091304.10	0	0	0	0	0	0
ENSG00000284629.1	SCYGR1	0	0	0	0	0	0
ENSG00000284630.1	AP000553.5	0	0	0	3	1.231	0
ENSG00000284631.1	SCYGR4	0	0	0	0	0	0
ENSG00000284632.1	AL354702.2	0	0	0	1	0	0
ENSG00000284633.1	AL031590.1	111	177	76	146	160	113
ENSG00000284634.1	AC092821.4	345.832	927.918	347.081	532.039	915.075	596.105
ENSG00000284635.1	SCYGR8	0	0	0	0	0	0
ENSG00000284636.1	AC073648.6	0	0	0	0	0	0
ENSG00000284637.1	AC099063.3	0	0	0	0	0	0
ENSG00000284638.1	AC005551.1	0	0	0	0	0	0
ENSG00000284639.1	AP006294.2	0	0	0	0	0	0
ENSG00000284640.1	AL590434.2	2	1	0	0	0	0
ENSG00000284641.1	AL139254.2	0	0	0	0	0	0
ENSG00000284642.1	AL139424.2	50	61	32	65	41	33
ENSG00000284643.1	SCYGR2	0	0	0	0	0	0
ENSG00000284644.1	AC074386.1	0	4.347	0	0.924	0	1
ENSG00000284645.1	AL592182.2	0	0	0	0	0	0
ENSG00000284646.1	AL031291.1	0	0	0	0	0	0
ENSG00000284648.1	AC097493.4	1	0	1	1	3	1
ENSG00000284649.1	AC009093.8	91.019	65.719	116.911	98.59	62.295	93.796
ENSG00000284650.1	AL031430.1	4	0	6	0	0	0
ENSG00000284651.1	AP000553.6	0	0	0	0	0	0
ENSG00000284652.1	BX323043.1	0	0	0	0	0	0
ENSG00000284653.1	AL357509.1	0	0	0	0	0	0
ENSG00000284654.1	AP000553.7	0	0	0	0	0	0
ENSG00000284655.1	AC084121.3	0	0	0	0	0	0
ENSG00000284656.1	AL645937.4	1	1	1	0	0	0
ENSG00000284657.1	AL031432.5	8	6	10	10	1	6
ENSG00000284658.1	AL513478.3	0	0	0	0	0	0
ENSG00000284659.1	AC073869.8	0	0	0	0	0	0
ENSG00000284660.1	AC092902.5	0	0	0	1	0	0
ENSG00000284661.1	AC105233.6	0	0	0	0	0	0
ENSG00000284662.1	OR4F16	0	0	0	0	0.333	0
ENSG00000284663.1	AC068587.6	0	0	0	0	0	0
ENSG00000284664.1	AL161756.3	5	6	3	3	0	3
ENSG00000284665.1	AC002472.4	0	0	0	0	0	0
ENSG00000284666.1	Z98259.2	0	0	0	0	0	0
ENSG00000284667.1	SCYGR5	0	0	0	0	0	0
ENSG00000284668.2	LINC02780	0	0	0	0	0	0
ENSG00000284669.1	AC092053.4	5	7	10	7	6	5
ENSG00000284670.1	AC092128.1	0	0	0	2.737	0	0
ENSG00000284671.1	AC009093.9	2.74	15.148	0	0	0	5.566
ENSG00000284672.1	AC109583.4	0	0	0	0	0	0
ENSG00000284673.1	AC092865.3	333.1	295.87	111.085	349.795	281.207	150.602
ENSG00000284674.1	LINC02781	0	0	0	0	0	0
ENSG00000284675.1	AC116667.2	6	8	4	6	3	5
ENSG00000284676.1	AL645944.2	0	0	1	0	0	0
ENSG00000284677.1	AL031985.4	0	0	0	0	0	0
ENSG00000284678.1	LINC02811	2	1	3	5	0	0
ENSG00000284679.1	AL356585.10	0	0	0	0	0	0
ENSG00000284680.1	OR8B2	0	0	0	0	0	0
ENSG00000284682.1	AC078776.2	0	0	0	0	0	0
ENSG00000284684.1	AC092442.1	0	0	0	0	0	0
ENSG00000284685.1	AC009093.10	40.245	54.378	37.93	61.977	33.118	27.02
ENSG00000284686.1	AC119674.2	5	1.385	2.396	20.634	16.091	10.869
ENSG00000284687.1	AC092865.4	0	114.477	0	122.395	0	0
ENSG00000284688.1	AL121936.2	1	0	0	0	0	1
ENSG00000284689.1	OR7E84P	0	0	0	0	0	0
ENSG00000284690.2	CD300H	8	10	6	5	4	13
ENSG00000284691.1	AC073111.4	72.753	228.999	90	178.939	137.983	125
ENSG00000284692.2	Z98259.3	1	0	0	0	0	0
ENSG00000284693.1	LINC02606	7	8	12	7	7	6
ENSG00000284694.1	AL355602.1	0	0	0	0	0	0
ENSG00000284695.1	AC108941.2	0	0	0	0	0	0
ENSG00000284696.2	LINC02808	0	0	0	0	0	0
ENSG00000284697.1	AC006511.6	4.351	4.265	43.571	20.734	18.761	33.492
ENSG00000284698.1	AC084121.4	0	0	0	0	0	0
ENSG00000284699.1	AL445648.1	0	0	0	0	0	0
ENSG00000284700.1	AL049637.1	0	0	0	0	0	0
ENSG00000284701.1	TMEM247	0	0	0	0	0	0
ENSG00000284702.1	AL136115.3	0	1	0	1	0	0
ENSG00000284703.1	AL805961.1	0	1	2	0	0	0
ENSG00000284704.1	SCYGR3	0	0	0	0	0	0
ENSG00000284705.1	AL596257.1	0	0	0	0	0	0
ENSG00000284706.1	AC073869.9	0	0	0	0	0	0
ENSG00000284707.2	AC079781.5	151.509	142.947	205.169	223.016	323.453	346.179
ENSG00000284708.1	AL031731.1	0	0	0	0	0	0
ENSG00000284709.1	KF456110.1	0	0	0	0	3	0
ENSG00000284710.1	Z98257.2	0	0	0	0	0	0
ENSG00000284711.1	AC010325.3	0	0	0	0	0	0
ENSG00000284713.1	SMIM38	3	16.357	2.19	7.429	10.682	3.135
ENSG00000284715.1	AP001153.1	0	0	0	0	0	0
ENSG00000284716.1	AL034417.4	0	1	0	0	0	0
ENSG00000284717.1	AC087269.2	0	0	0	0	0	0
ENSG00000284718.1	SCYGR7	0	0	0	0	0	0
ENSG00000284719.1	AL033527.4	11	17	10	32.974	26	42.986
ENSG00000284720.1	AC117945.2	0	0	0	0	0	0
ENSG00000284721.1	AL662907.3	0	0	0	1	1	0
ENSG00000284722.2	AP003175.1	1.001	1.003	2.003	6.005	0	3.008
ENSG00000284723.1	OR8S1	0	0	0	0	0	0
ENSG00000284724.1	AC068587.7	0	0	0	0	0	0
ENSG00000284725.1	SCYGR6	0	0	0	0	0	0
ENSG00000284726.1	AL109936.8	0	0	0	0	0	0
ENSG00000284727.1	AC116562.4	0	2.095	4.001	0	3.161	3.187
ENSG00000284728.1	AF228730.6	0	0	0	0	0	0
ENSG00000284730.1	TMDD1	3	2	0	8	2	11
ENSG00000284731.1	AC083906.5	0	0	0	3.02	1	0
ENSG00000284732.1	AP002512.3	0	1	0	0	0	0
ENSG00000284733.1	OR4F29	0	2	0	5	0.333	0
ENSG00000284734.1	AC099063.4	0	2	1	0	0	0
ENSG00000284735.1	AL139424.3	2	0	0	3	0	3
ENSG00000284736.1	RNA5SP343	0	0	0	0	0	0
ENSG00000284738.1	AL358472.5	9	7	4	6.036	9	12
ENSG00000284739.1	BX005132.1	0	0	0	0	0	0
ENSG00000284740.1	AL645728.2	1.001	2.827	1.03	3.008	1.021	4.642
ENSG00000284741.1	PDE11A	0	0	0	0	1	0
ENSG00000284742.1	OR11P1P	0	0	0	0	0	0
ENSG00000284743.1	AL139254.3	0	0	0	0	0	0
ENSG00000284744.1	AL591163.1	0	0	0	0	1	0
ENSG00000284745.1	AL589702.1	0	0	0	0	0	0
ENSG00000284746.1	AC068587.8	0	0	0	0	0	0
ENSG00000284747.1	AL034417.5	57	51	79	68	40	103
ENSG00000284748.1	AL513220.1	0	0	0	0	0	0
ENSG00000284753.1	EEF1AKMT4	455	415	429	472	393	532
ENSG00000284762.1	AC022414.1	0	0	0	0	0	0
ENSG00000284763.1	AL449105.1	0	0	0.167	0.167	0	0
ENSG00000284770.2	TBCE	213.642	247.864	288.271	319.611	371.412	346.197
ENSG00000284772.1	AC011330.3	1.997	6.901	0	0	0	0
ENSG00000284773.1	AC114490.3	43.675	25.493	41.302	50.898	23.612	41.523
ENSG00000284776.1	AL121900.1	63.182	62.323	0	0	0	0
ENSG00000284779.2	AC132217.2	0	0	0	0	0	0
ENSG00000284783.1	AC091057.5	0	0	0	0	0	0
ENSG00000284788.1	AC183088.1	0	0	0	0	0	0
ENSG00000284791.1	SMIM41	2	0	3	7	0	0
ENSG00000284797.1	AC008397.1	0	0	0	0	0	0
ENSG00000284800.1	AC235565.2	0	0	0	0	0	0
ENSG00000284803.1	AC245033.4	0	0	0	0	0	1
ENSG00000284808.1	AC099791.3	2	0	0	1	0	0
ENSG00000284809.1	AL365394.1	0	0	0	0	0	0
ENSG00000284820.1	AC068946.2	137.891	164.294	184.179	243.937	149.717	233.953
ENSG00000284823.1	AL356747.1	0	0	0	0	0	0
ENSG00000284824.1	GCSAML-AS1	0	0	0	0	0	0
ENSG00000284825.1	AL121935.1	0	0	0	0	0	0
ENSG00000284829.1	AL662884.2	0	0	0	0	0	0
ENSG00000284830.1	AL049557.1	1	3	1	2	4	3
ENSG00000284834.1	AC183088.2	0	0	0	0	0	0
ENSG00000284837.1	AC007846.1	1	0	0	0	0	0
ENSG00000284839.1	AC018637.1	0	0	0	0	0	0
ENSG00000284840.1	AC004893.2	0	0	0	0	0	0
ENSG00000284842.1	FAM91A2P	0	0	0	0	0	0
ENSG00000284844.1	AP000812.4	0	0	0	0	0	0
ENSG00000284846.1	AL355981.1	0	0	0	0	0	0
ENSG00000284847.1	AC093323.4	0	0	0	0	0	0
ENSG00000284848.2	LINC02359	5	3	2	0	0	1
ENSG00000284858.1	AC091185.2	0	0	0	0	0	0
ENSG00000284862.3	CCDC39	2	4	2	1	1	0
ENSG00000284867.1	AL449105.2	0	0	0.167	0.167	0	0
ENSG00000284873.1	OOSP1	0	0	1	0	0	0
ENSG00000284874.1	AC000093.1	10	9	8	3.528	0	5
ENSG00000284876.1	AC015908.6	0	0	0	0	0	0
ENSG00000284879.1	AC133644.3	142.627	123.434	177.286	179.121	73.031	190.129
ENSG00000284882.1	AL359762.1	314	439	227	353	407	193
ENSG00000284883.1	AC021066.3	0	0	0	0	0	0
ENSG00000284892.1	OR4H6P	0	0	0	0	0	0
ENSG00000284895.1	AC119676.1	0	0	0	0	0	0
ENSG00000284902.1	AC074008.1	1	0	0	0	0	1
ENSG00000284906.1	ARHGAP11B	12.111	53.916	6.995	2.322	8.588	5.243
ENSG00000284914.1	AL121935.2	0	0	0	0	0	0
ENSG00000284917.1	ECE2	0	0	0	0	0	0
ENSG00000284922.1	AP000812.5	22.992	12.643	14.431	5.435	0	28.595
ENSG00000284928.1	AL445205.1	0	0	0	0	0	0
ENSG00000284930.1	AC005280.2	271.468	253.006	313.119	311.523	235.985	307.932
ENSG00000284931.1	AC104389.6	0	0	0	0	0	0
ENSG00000284932.1	AC017083.4	0	0	0	0	0	0
ENSG00000284934.1	AC048338.2	0	1.609	0	1.662	44.879	41.531
ENSG00000284946.1	AC068831.8	2.908	49.753	66.531	34.906	82.608	39.766
ENSG00000284948.1	AC107959.4	5.59	9.208	12.548	5.064	14.546	13.423
ENSG00000284951.1	AL355798.1	0	0	0	0	0	0
ENSG00000284952.1	AC104472.3	8.469	12.961	0	0	0	13.42
ENSG00000284954.1	AL662884.3	1	3	0	1	0	2
ENSG00000284956.1	AC107959.5	0	0	0	0	0	0
ENSG00000284957.1	AF131216.5	0	0	0	0	0	0
ENSG00000284959.2	AC007262.2	12	14	13	11.81	9	15.297
ENSG00000284962.1	AL449105.3	0	0	0.167	0.167	0	0
ENSG00000284964.1	AC242842.2	0	0	0	0	3.859	0
ENSG00000284966.3	AL138689.2	0	0	0	0	0	0
ENSG00000284968.1	AC093827.4	62.497	102.841	51.913	86.112	108.006	59.624
ENSG00000284969.1	AL049629.2	0	2.361	0	6.374	4.775	1.12
ENSG00000284976.1	BX255925.3	1135	1369	1321	1459	1164.984	1334
ENSG00000284977.2	AL160272.1	22.071	16.005	27.003	22.027	20.057	36.023
ENSG00000284981.1	UPK3BL2	519.039	1121.132	645.619	670.817	889.735	501.763
ENSG00000284985.1	AL109840.1	0	0	0	0	0	0
ENSG00000284986.1	AL449043.2	0	0	0	0	0	0
ENSG00000284987.1	U52112.2	3.642	8.169	9.208	8.724	8.967	13.893
ENSG00000284988.1	LINC02203	0	0	0	0	0	0
ENSG00000284989.1	AL451062.4	0	0	0	10.222	0	0
ENSG00000284994.1	AL590282.2	0	0	0	0	0	0
ENSG00000284999.1	AL591518.1	0	0	0	1	1	0
ENSG00000285000.1	AC008581.2	52.573	35.088	0	0	151.697	116.187
ENSG00000285006.1	AC005280.3	867.406	777.18	681.56	973.681	839.479	752.553
ENSG00000285010.1	OOSP4A	0	0	0	0	0	1
ENSG00000285012.1	AC092723.3	0	0	0	0	0	0
ENSG00000285016.1	AC017002.4	2.145	0	1	3.947	0	2.153
ENSG00000285018.1	AC245140.3	1	1	3	4	4	0
ENSG00000285020.1	AC020765.5	0	0	1	4.31	0	0
ENSG00000285025.1	AL022312.1	0	0	0	0	0	0
ENSG00000285030.1	AC090001.2	0	0	0	0	0	0
ENSG00000285035.1	AC091057.6	3.804	0	1.503	4.584	0	0
ENSG00000285040.1	AC092723.4	0	0	0	0	2	0
ENSG00000285041.1	AL035412.1	0	0	1	0	0	0
ENSG00000285042.1	AC099499.2	0	3.016	0	0	0	0
ENSG00000285043.1	AC093512.2	224.946	204.4	220.875	173.515	179.246	215.188
ENSG00000285045.1	AC006548.3	0	0	0	0	0	0
ENSG00000285051.2	SLC7A14-AS1	0	0	0	1.003	0	0
ENSG00000285053.1	TBCE	543.683	871.264	848.233	529.097	626.397	954.454
ENSG00000285057.1	AC135721.2	1.943	0	0	0	0	0
ENSG00000285062.1	AC245100.9	0	0	0	0	0	0
ENSG00000285064.2	SMIM40	0	0	0	0	0	0
ENSG00000285068.1	AC074008.2	0	0	0	0	0	0
ENSG00000285076.1	AL449105.4	0	0	0.167	0.167	0	0
ENSG00000285077.2	ARHGAP11B	96.737	96.871	106.957	110.869	114.411	125.692
ENSG00000285079.1	AL513493.1	0	0	0	0	0	0
ENSG00000285080.1	AC068724.4	0	0	0	0	0	0
ENSG00000285081.1	AC004593.1	1	2	4	0	1	0
ENSG00000285082.2	AL160272.2	38.504	47.341	50.753	56.566	46.385	50.897
ENSG00000285085.1	AL662884.4	0	0	0	0	0	0
ENSG00000285090.1	AC002074.1	0	0	0	0	0	0
ENSG00000285091.1	AL109840.2	2	3	8	4	5	3
ENSG00000285094.1	LINC01488	0	0	0	0	0	0
ENSG00000285095.2	AC025887.2	0	0	2	0	0	0
ENSG00000285100.1	AL359555.2	0	0	0	0	0	1
ENSG00000285102.1	AC021066.4	0	0	0	0	0	0
ENSG00000285103.2	AL451123.1	2272	1332	2324	2097	1180	1864
ENSG00000285106.2	AC016831.6	50.176	87.143	39.82	118.093	105.817	70.466
ENSG00000285108.1	AC103718.1	0	1	0	1	1	0
ENSG00000285115.1	AL162588.1	0	0	0.167	0.167	0	0
